acousticness,loudness,music_genre
0.125,-3.995,Country
0.049,-5.234,Country
0.542,-5.726,Country
0.495,-6.643,Country
0.482,-8.722000000000001,Country
0.314,-6.579,Country
0.516,-12.929,Country
0.125,-8.01,Country
0.0136,-5.557,Country
0.0259,-5.984,Country
0.308,-5.832999999999999,Country
0.000188,-4.035,Country
0.00549,-6.78,Country
0.361,-8.607999999999999,Country
0.902,-8.152000000000001,Country
0.2289999999999999,-11.128,Country
0.0525,-6.274,Country
0.0222,-6.678999999999999,Country
0.138,-6.898,Country
0.0021899999999999,-6.432,Country
0.0273,-6.598,Country
0.0259,-9.073,Country
0.00525,-3.876,Country
0.32,-3.028,Country
0.0798,-3.802,Country
0.0989,-8.89,Country
0.7,-12.921,Country
0.472,-15.605,Country
0.0075099999999999,-8.847000000000001,Country
0.0599,-5.33,Country
0.0072099999999999,-6.0760000000000005,Country
0.278,-9.166,Country
0.121,-6.22,Country
0.439,-8.388,Country
6.92e-05,-5.695,Country
0.0018,-6.604,Country
0.441,-7.066,Country
0.75,-9.692,Country
0.000385,-4.948,Country
0.0083299999999999,-4.485,Country
0.231,-6.464,Country
0.0318,-5.977,Country
0.244,-14.628,Country
0.711,-13.053,Country
0.0009369999999999,-7.624,Country
0.0674,-3.83,Country
0.294,-8.845,Country
0.0037,-4.349,Country
0.144,-8.038,Country
0.228,-8.791,Country
0.0384,-3.282,Country
0.12,-3.95,Country
0.0554,-3.941,Country
0.0171,-8.169,Country
0.0869,-4.828,Country
0.00921,-3.374,Country
0.5529999999999999,-10.606,Country
0.012,-6.408,Country
0.41,-6.57,Country
0.136,-6.986000000000001,Country
0.0388,-7.13,Country
0.0063,-4.432,Country
0.2319999999999999,-8.514,Country
0.0058,-4.896,Country
0.585,-9.899,Country
0.0823,-1.896,Country
0.12,-4.178,Country
0.0621,-6.393,Country
0.165,-7.843,Country
0.203,-4.115,Country
0.414,-8.125,Country
0.0566,-7.972,Country
0.524,-4.93,Country
0.37,-5.817,Country
0.853,-10.576,Country
0.8140000000000001,-8.766,Country
0.226,-6.59,Country
0.0666,-6.487,Country
0.00148,-7.638999999999999,Country
0.134,-4.771,Country
0.4039999999999999,-9.858,Country
0.0272,-4.734,Country
0.00217,-4.354,Country
0.147,-10.435,Country
0.111,-8.311,Country
0.0567,-3.685,Country
0.746,-4.548,Country
0.0587,-5.752000000000001,Country
0.356,-6.874,Country
0.34,-6.361000000000001,Country
0.15,-11.599,Country
0.371,-4.507,Country
0.8240000000000001,-16.225,Country
0.0083,-5.144,Country
0.00467,-6.664,Country
0.8170000000000001,-11.315,Country
0.1939999999999999,-6.013,Country
0.11,-5.019,Country
0.0297,-5.013,Country
0.535,-12.071,Country
0.917,-16.783,Country
0.759,-8.189,Country
0.607,-15.686,Country
0.489,-8.052999999999999,Country
0.8370000000000001,-12.192,Country
0.21,-7.466,Country
0.588,-6.192,Country
0.0173,-5.13,Country
0.128,-14.342,Country
0.578,-5.134,Country
0.162,-4.27,Country
0.7490000000000001,-6.857,Country
0.312,-7.933,Country
0.322,-6.829,Country
0.195,-4.299,Country
0.249,-8.164,Country
0.81,-9.491,Country
0.105,-10.12,Country
0.183,-3.745,Country
0.374,-6.259,Country
0.151,-2.9560000000000004,Country
0.0325,-6.184,Country
0.0697,-4.954,Country
0.22,-18.041,Country
0.395,-4.262,Country
0.0203,-4.886,Country
0.49,-12.454,Country
0.557,-7.955,Country
0.127,-8.666,Country
0.0409,-5.507999999999999,Country
0.0325,-7.184,Country
0.237,-4.115,Country
0.579,-5.926,Country
0.141,-5.631,Country
0.136,-2.696,Country
0.0454,-3.907,Country
0.479,-6.972,Country
0.8859999999999999,-9.476,Country
0.536,-7.232,Country
0.00198,-5.705,Country
0.336,-4.843999999999999,Country
0.188,-6.767,Country
0.76,-12.597,Country
0.471,-9.73,Country
0.223,-7.92,Country
0.109,-6.961,Country
0.0106,-4.895,Country
0.7390000000000001,-10.468,Country
0.0102,-4.386,Country
0.177,-7.662999999999999,Country
0.00575,-4.646,Country
0.0052,-10.457,Country
0.0289999999999999,-6.005,Country
0.1989999999999999,-5.712999999999999,Country
0.0574,-8.416,Country
0.0573,-8.882,Country
0.0806,-5.773,Country
0.321,-6.593,Country
0.0126,-5.81,Country
0.0233,-5.22,Country
0.196,-4.46,Country
0.413,-7.513999999999999,Country
0.892,-21.435,Country
0.0315,-5.542000000000001,Country
0.19,-10.101,Country
0.584,-9.262,Country
0.0178,-4.405,Country
0.0205,-4.717,Country
0.151,-8.625,Country
0.266,-6.535,Country
0.207,-4.398,Country
0.898,-16.836,Country
0.1889999999999999,-4.289,Country
0.513,-8.95,Country
0.8270000000000001,-10.101,Country
0.0174,-4.938,Country
0.584,-3.743,Country
0.024,-3.804,Country
0.852,-9.586,Country
0.175,-7.196000000000001,Country
0.396,-6.665,Country
0.452,-9.813,Country
0.184,-5.651,Country
0.0833,-3.478,Country
0.0318,-5.381,Country
0.366,-15.054,Country
0.4589999999999999,-9.276,Country
0.735,-8.933,Country
0.497,-9.551,Country
0.185,-2.134,Country
0.124,-4.481,Country
0.354,-9.918,Country
0.1169999999999999,-3.545,Country
0.0545,-4.793,Country
0.409,-9.142,Country
0.265,-8.875,Country
0.741,-5.035,Country
0.72,-9.8,Country
0.254,-4.328,Country
0.14,-5.814,Country
0.647,-9.37,Country
0.281,-12.685,Country
0.953,-10.592,Country
0.2239999999999999,-7.846,Country
0.379,-4.535,Country
0.0652,-15.269,Country
0.0126,-4.956,Country
0.0455,-5.3660000000000005,Country
0.254,-10.443,Country
0.569,-12.982,Country
0.6579999999999999,-6.539,Country
0.642,-9.847,Country
0.361,-4.31,Country
0.159,-7.862,Country
0.374,-6.837000000000001,Country
0.0112,-5.746,Country
0.173,-5.256,Country
0.0922,-6.933,Country
0.0202,-4.652,Country
0.608,-9.998,Country
0.0468,-5.5920000000000005,Country
0.0156,-5.296,Country
0.0446,-4.106,Country
0.148,-14.94,Country
0.0912,-4.939,Country
0.0782,-6.527,Country
0.128,-6.164,Country
0.146,-7.08,Country
0.794,-13.387,Country
0.0482,-3.945,Country
0.426,-6.4110000000000005,Country
0.518,-9.312,Country
0.0595,-4.129,Country
0.201,-9.397,Country
0.0813,-5.233,Country
0.261,-6.832000000000001,Country
0.418,-8.25,Country
0.0282,-7.676,Country
0.317,-5.785,Country
0.422,-14.685,Country
0.0624,-5.28,Country
0.0471,-4.964,Country
0.7140000000000001,-6.47,Country
0.0332,-3.634,Country
0.0172,-6.968999999999999,Country
0.439,-7.395,Country
0.0314,-6.587999999999999,Country
0.0174,-7.675,Country
0.0423,-4.85,Country
0.00541,-3.726,Country
0.0498,-3.602,Country
0.0035,-5.285,Country
0.0651,-5.747999999999999,Country
0.276,-4.864,Country
0.148,-6.846,Country
0.0153,-4.611000000000001,Country
0.00252,-9.133,Country
0.0349,-4.734,Country
0.26,-5.422999999999999,Country
0.272,-5.871,Country
0.907,-17.789,Country
0.332,-7.617999999999999,Country
0.325,-13.407,Country
0.614,-12.847,Country
0.926,-11.312,Country
0.379,-7.085,Country
0.723,-14.753,Country
0.0295,-5.992000000000001,Country
0.123,-6.172000000000001,Country
0.569,-3.553,Country
0.0426,-3.45,Country
0.536,-9.087,Country
0.161,-12.223,Country
0.0825,-4.99,Country
0.0461,-6.485,Country
0.12,-7.667000000000001,Country
0.546,-8.032,Country
0.0826,-6.25,Country
0.5670000000000001,-6.852,Country
0.188,-5.034,Country
0.151,-10.978,Country
0.422,-4.357,Country
0.0271,-6.2410000000000005,Country
0.0192,-7.38,Country
0.0747,-2.974,Country
0.511,-8.586,Country
0.2269999999999999,-3.914,Country
0.223,-9.368,Country
0.0161,-4.985,Country
0.476,-8.106,Country
0.0229,-3.672,Country
0.784,-8.129,Country
0.0996,-6.528,Country
0.396,-4.8180000000000005,Country
0.0766,-10.557,Country
0.149,-4.2780000000000005,Country
0.2239999999999999,-3.79,Country
0.00473,-4.598,Country
0.748,-27.119,Country
0.142,-8.127,Country
0.373,-4.9830000000000005,Country
0.261,-7.242999999999999,Country
0.2739999999999999,-6.756,Country
0.205,-15.718,Country
0.746,-7.785,Country
0.0811,-5.292999999999999,Country
0.293,-10.222,Country
0.0264,-5.457000000000001,Country
0.0484,-2.545,Country
0.664,-11.821,Country
0.777,-14.34,Country
0.738,-2.506,Country
0.2269999999999999,-12.938,Country
0.0896,-4.704,Country
0.0568,-2.877,Country
0.0323,-4.276,Country
0.312,-4.163,Country
0.215,-7.755,Country
0.3329999999999999,-7.09,Country
0.287,-3.445,Country
0.267,-10.447,Country
0.0566,-9.823,Country
0.422,-6.662000000000001,Country
0.226,-6.12,Country
0.174,-5.063,Country
0.0379,-5.234,Country
0.597,-9.912,Country
0.5710000000000001,-5.2010000000000005,Country
0.255,-8.455,Country
0.196,-17.42,Country
0.1669999999999999,-12.671,Country
0.25,-4.178,Country
2.82e-05,-5.121,Country
0.00435,-9.657,Country
0.477,-9.226,Country
0.0535,-7.699,Country
0.0208,-5.452999999999999,Country
0.161,-4.341,Country
0.478,-10.372,Country
0.608,-9.523,Country
0.288,-8.197000000000001,Country
0.426,-13.969,Country
0.162,-7.0760000000000005,Country
0.503,-5.522,Country
0.241,-8.881,Country
0.0033,-6.021,Country
0.885,-10.079,Country
0.207,-4.197,Country
0.13,-8.142999999999999,Country
0.0205,-5.37,Country
0.14,-5.488,Country
0.0124,-4.566,Country
0.0153,-4.461,Country
0.0516,-5.369,Country
0.0442,-7.553999999999999,Country
0.0141,-6.943,Country
0.235,-5.8260000000000005,Country
0.1889999999999999,-6.696000000000001,Country
0.33,-7.851,Country
0.499,-7.62,Country
0.0211,-5.388,Country
0.8909999999999999,-17.929000000000002,Country
0.4429999999999999,-6.632000000000001,Country
0.377,-4.218,Country
0.147,-4.784,Country
0.353,-5.207000000000001,Country
0.0614,-2.781,Country
0.511,-4.08,Country
0.654,-13.076,Country
0.0042899999999999,-7.782,Country
0.00613,-7.188,Country
0.0214,-5.001,Country
0.103,-6.612,Country
0.253,-5.894,Country
0.155,-5.438,Country
0.159,-7.047000000000001,Country
0.204,-5.726,Country
0.8059999999999999,-12.894,Country
0.526,-6.686,Country
0.00926,-5.247999999999999,Country
0.475,-8.651,Country
0.738,-11.649,Country
0.616,-6.4,Country
0.8240000000000001,-10.098,Country
0.449,-4.822,Country
0.928,-16.977,Country
0.0749,-4.898,Country
0.0439,-9.409,Country
0.725,-14.869000000000002,Country
0.748,-11.52,Country
0.00985,-3.003,Country
0.1159999999999999,-8.088,Country
0.8809999999999999,-13.834,Country
0.0367,-4.178,Country
0.0732,-5.3660000000000005,Country
0.494,-5.879,Country
0.00198,-6.936,Country
0.4029999999999999,-8.02,Country
0.35,-9.349,Country
0.0027199999999999,-5.215,Country
0.0292,-3.793,Country
0.223,-3.913,Country
0.469,-7.427,Country
0.0163,-3.485,Country
0.455,-9.773,Country
0.143,-3.594,Country
0.114,-4.0,Country
0.103,-9.345,Country
0.264,-5.586,Country
0.278,-4.204,Country
0.126,-5.393,Country
0.0171,-7.468999999999999,Country
0.00504,-7.838999999999999,Country
0.053,-4.167,Country
0.964,-15.227,Country
0.00964,-6.678999999999999,Country
0.0144,-5.271,Country
0.00733,-4.737,Country
0.235,-7.132000000000001,Country
0.614,-11.549,Country
0.0762,-5.474,Country
0.13,-5.012,Country
0.628,-12.007,Country
0.0823,-6.271,Country
0.0355,-6.022,Country
0.357,-6.686,Country
0.126,-4.379,Country
0.0916,-4.801,Country
0.152,-5.167000000000001,Country
0.162,-5.882999999999999,Country
0.589,-14.217,Country
0.315,-5.87,Country
0.311,-6.781000000000001,Country
0.0914,-4.091,Country
0.784,-8.762,Country
0.2289999999999999,-11.133,Country
0.0242,-6.245,Country
0.165,-7.521,Country
0.19,-6.829,Country
0.0436,-6.042000000000001,Country
0.371,-3.865,Country
0.278,-13.2,Country
0.203,-5.124,Country
0.206,-4.814,Country
0.643,-7.739,Country
0.231,-5.048,Country
0.188,-11.636,Country
0.379,-6.037999999999999,Country
0.158,-6.626,Country
0.314,-6.5120000000000005,Country
0.0312,-5.267,Country
0.15,-11.478,Country
0.0144,-4.14,Country
0.0171,-4.422,Country
0.412,-4.2,Country
0.165,-5.3020000000000005,Country
0.595,-10.05,Country
0.119,-9.982,Country
0.0822,-3.275,Country
0.24,-1.79,Country
0.76,-16.99,Country
0.6559999999999999,-9.131,Country
0.7170000000000001,-10.02,Country
0.0126,-6.25,Country
0.456,-7.391,Country
0.105,-5.276,Country
0.253,-10.759,Country
0.0643,-5.135,Country
0.0542,-4.924,Country
0.00732,-5.257999999999999,Country
0.0452,-5.894,Country
0.00119,-4.45,Country
0.551,-11.83,Country
0.0794,-5.046,Country
0.113,-5.284,Country
0.21,-4.957,Country
0.159,-4.736000000000001,Country
0.7090000000000001,-9.607,Country
0.652,-8.597999999999999,Country
0.0556,-3.357,Country
0.0958,-7.013999999999999,Country
0.314,-6.112,Country
0.104,-7.141,Country
0.0872,-3.306,Country
0.57,-8.391,Country
0.148,-8.568999999999999,Country
0.0318,-5.479,Country
0.182,-7.568,Country
0.0278,-8.991,Country
0.284,-3.665,Country
0.5479999999999999,-8.977,Country
0.696,-6.985,Country
0.12,-5.851,Country
0.0864,-4.921,Country
0.0343,-4.684,Country
0.573,-7.707000000000001,Country
0.0799,-10.627,Country
0.357,-13.103,Country
0.00206,-5.207999999999999,Country
0.351,-3.41,Country
0.1,-7.169,Country
0.0435,-6.211,Country
0.12,-6.522,Country
0.898,-11.943,Country
0.354,-12.329,Country
0.4539999999999999,-5.989,Country
0.02,-4.9430000000000005,Country
0.231,-4.045,Country
0.1159999999999999,-2.238,Country
0.00391,-5.5360000000000005,Country
0.162,-5.204,Country
0.521,-8.669,Country
0.0827,-7.045,Country
0.669,-6.641,Country
0.016,-5.4910000000000005,Country
0.414,-5.202999999999999,Country
0.484,-12.472,Country
0.0832,-6.922999999999999,Country
0.00228,-4.884,Country
0.5870000000000001,-9.106,Country
0.188,-7.063,Country
0.616,-12.522,Country
0.0456,-6.992999999999999,Country
0.0157,-4.592,Country
0.35,-14.81,Country
0.67,-9.806,Country
0.24,-6.489,Country
0.0212,-7.638999999999999,Country
0.0433,-4.931,Country
0.354,-8.527000000000001,Country
0.00411,-7.32,Country
0.833,-6.357,Country
0.00821,-5.426,Country
0.286,-12.959,Country
0.722,-10.976,Country
0.498,-11.986,Country
0.204,-6.345,Country
0.0563,-8.891,Country
0.88,-12.184,Country
0.133,-6.345,Country
0.336,-4.839,Country
0.903,-10.068,Country
0.0548,-6.532,Country
0.0628,-3.431,Country
0.115,-4.234,Country
0.143,-4.082,Country
0.096,-5.1080000000000005,Country
0.0757,-3.319,Country
0.647,-7.249,Country
0.54,-10.113,Country
0.0486,-5.917999999999999,Country
0.44,-5.02,Country
0.871,-16.632,Country
0.00655,-6.259,Country
0.636,-9.486,Country
0.89,-8.648,Country
0.777,-10.387,Country
0.218,-10.867,Country
0.0639,-4.277,Country
0.151,-5.132999999999999,Country
0.273,-3.187,Country
0.461,-11.13,Country
0.845,-16.641,Country
0.732,-13.477,Country
0.3229999999999999,-11.827,Country
0.0486,-5.47,Country
0.0672,-4.625,Country
0.862,-7.332000000000001,Country
0.381,-8.982000000000001,Country
0.387,-5.015,Country
0.0696,-5.02,Country
0.5870000000000001,-12.615,Country
0.21,-8.443999999999999,Country
0.401,-7.605,Country
0.262,-15.036,Country
0.919,-10.521,Country
0.216,-6.349,Country
0.534,-9.135,Country
0.171,-8.902999999999999,Country
0.177,-3.397,Country
0.4379999999999999,-5.372000000000001,Country
0.143,-13.361,Country
0.0963,-4.292,Country
0.473,-4.623,Country
0.147,-6.874,Country
0.0145,-6.3420000000000005,Country
0.385,-6.199,Country
0.0595,-12.127,Country
0.0573,-4.377,Country
0.172,-6.174,Country
0.426,-11.759,Country
0.00296,-4.342,Country
0.66,-6.768,Country
0.175,-7.513999999999999,Country
0.0924,-7.206,Country
0.608,-13.092,Country
0.863,-13.851,Country
0.711,-14.064,Country
0.369,-7.79,Country
0.0929,-5.408,Country
0.395,-6.629,Country
0.0869,-8.648,Country
0.34,-4.562,Country
0.184,-5.023,Country
0.888,-12.918,Country
0.372,-10.53,Country
0.275,-4.364,Country
0.313,-12.031,Country
0.12,-3.969,Country
0.655,-11.348,Country
0.8240000000000001,-16.007,Country
0.154,-4.103,Country
0.1159999999999999,-4.152,Country
0.469,-4.468,Country
0.0146,-2.97,Country
0.0621,-3.918,Country
0.252,-4.59,Country
0.148,-11.038,Country
0.0228,-4.64,Country
0.0911,-5.957000000000001,Country
0.139,-4.843,Country
0.327,-6.671,Country
0.6709999999999999,-7.294,Country
0.0129,-4.566,Country
0.125,-4.561,Country
0.3329999999999999,-16.557000000000002,Country
0.0335,-5.97,Country
0.0382,-4.285,Country
0.828,-10.712,Country
0.0783,-8.658,Country
0.0662,-4.505,Country
0.245,-6.332999999999999,Country
0.121,-7.454,Country
0.792,-11.225,Country
0.0818,-6.042999999999999,Country
0.108,-7.407,Country
0.7559999999999999,-12.968,Country
0.0466,-6.872000000000001,Country
0.331,-6.909,Country
0.457,-8.117,Country
0.285,-8.6,Country
0.0303,-8.346,Country
0.103,-4.956,Country
0.0221,-4.511,Country
0.0389,-8.308,Country
0.237,-2.943,Country
0.0376,-4.273,Country
0.123,-7.93,Country
0.5479999999999999,-13.989,Country
0.0266,-3.168,Country
0.5720000000000001,-15.503,Country
0.304,-15.95,Country
0.2319999999999999,-6.879,Country
0.583,-7.603,Country
0.284,-6.395,Country
0.0331,-5.62,Country
0.1159999999999999,-3.32,Country
0.469,-11.993,Country
0.601,-8.615,Country
0.259,-7.317,Country
0.12,-5.542000000000001,Country
0.135,-8.124,Country
0.00677,-6.559,Country
0.433,-6.111000000000001,Country
0.0177,-3.811,Country
0.402,-2.829,Country
0.574,-12.924,Country
0.0322,-5.827000000000001,Country
0.1639999999999999,-6.214,Country
0.015,-5.446000000000001,Country
0.309,-7.045,Country
0.0305,-4.218999999999999,Country
0.3379999999999999,-7.617000000000001,Country
0.0901,-5.784,Country
0.259,-4.045,Country
0.0584,-8.702,Country
0.103,-10.936,Country
0.0378,-5.8020000000000005,Country
0.528,-3.901,Country
0.15,-8.652000000000001,Country
0.8009999999999999,-9.245,Country
0.737,-5.926,Country
0.000808,-4.101,Country
0.0672,-7.1610000000000005,Country
0.588,-5.547000000000001,Country
0.0886,-6.316,Country
0.7490000000000001,-8.674,Country
0.513,-9.564,Country
0.908,-11.324000000000002,Country
0.0784,-6.691,Country
0.1689999999999999,-5.688,Country
0.314,-6.7170000000000005,Country
0.488,-8.484,Country
0.411,-8.257,Country
0.193,-5.172999999999999,Country
0.03,-5.832000000000001,Country
0.207,-3.88,Country
0.5379999999999999,-7.872999999999999,Country
0.13,-8.374,Country
0.23,-12.42,Country
0.0016699999999999,-5.131,Country
0.0409,-3.922,Country
0.556,-10.225,Country
0.862,-8.95,Country
0.0123,-5.688,Country
0.593,-7.608,Country
0.391,-7.386,Country
0.534,-7.007000000000001,Country
0.00589,-3.956,Country
0.245,-14.4,Country
0.2189999999999999,-5.593,Country
0.0286,-2.849,Country
0.261,-9.294,Country
0.0753,-2.468,Country
0.233,-6.1610000000000005,Country
0.902,-11.383,Country
0.94,-11.37,Country
0.201,-4.874,Country
0.1369999999999999,-5.105,Country
0.119,-7.462999999999999,Country
0.0649,-4.683,Country
0.0555,-4.192,Country
0.473,-5.832999999999999,Country
0.721,-10.726,Country
0.00573,-8.318,Country
0.0234,-7.627000000000001,Country
0.0225,-5.214,Country
0.924,-14.293,Country
0.0055899999999999,-4.531000000000001,Country
0.00217,-6.468999999999999,Country
0.904,-8.888,Country
0.962,-11.984000000000002,Country
0.15,-5.683,Country
0.218,-10.212,Country
0.154,-5.2,Country
0.374,-6.501,Country
0.129,-7.343999999999999,Country
0.27,-3.51,Country
0.212,-7.3,Country
0.00314,-5.42,Country
0.0173,-6.227,Country
0.906,-14.453,Country
0.00589,-4.692,Country
0.0801,-4.147,Country
0.226,-7.175,Country
0.728,-13.235,Country
0.0794,-3.439,Country
0.0208,-4.198,Country
0.768,-10.365,Country
0.444,-13.357,Country
0.0964,-11.924,Country
0.171,-5.896,Country
0.000841,-3.5810000000000004,Country
0.805,-11.636,Country
0.104,-5.501,Country
0.615,-14.149,Country
0.757,-10.0,Country
0.193,-5.099,Country
0.252,-7.807,Country
0.00872,-4.245,Country
0.0056,-7.673999999999999,Country
0.0889,-3.326,Country
0.316,-7.803,Country
0.637,-7.435,Country
0.198,-4.301,Country
0.0282,-4.755,Country
0.0119,-6.1770000000000005,Country
0.0528,-5.332999999999999,Country
0.0442,-9.412,Country
0.147,-4.613,Country
0.75,-14.214,Country
0.653,-8.068999999999999,Country
0.654,-12.653,Country
0.81,-9.011,Country
0.0459,-5.149,Country
0.1889999999999999,-9.402,Country
0.0706,-4.507,Country
0.3339999999999999,-10.096,Country
0.513,-6.615,Country
0.408,-15.021,Country
0.418,-7.977,Country
0.331,-7.636,Country
0.291,-9.423,Country
0.00573,-5.244,Country
0.0493,-4.781000000000001,Country
0.153,-7.973,Country
0.0123,-4.174,Country
0.28,-5.814,Country
0.00648,-5.018,Country
0.0127,-5.3020000000000005,Country
0.0344,-6.46,Country
0.4479999999999999,-11.899,Country
0.0914,-3.335,Country
0.0104,-9.187,Country
0.204,-10.672,Country
0.109,-3.851,Country
0.321,-6.815,Country
0.0007379999999999,-4.205,Country
0.7959999999999999,-11.263,Country
0.2269999999999999,-5.733,Country
0.0238,-5.2,Country
0.6459999999999999,-6.77,Country
0.483,-8.46,Country
0.00671,-5.977,Country
0.0645,-6.166,Country
0.211,-6.611000000000001,Country
0.0499,-4.488,Country
0.00902,-7.252000000000001,Country
0.0962,-3.762,Country
0.0683,-3.829,Country
0.00261,-5.611000000000001,Country
0.128,-11.407,Country
0.142,-9.647,Country
0.0897,-2.946,Country
0.216,-7.027,Country
0.104,-5.745,Country
0.0047,-3.924,Country
0.0323,-6.099,Country
0.00483,-12.994000000000002,Country
0.254,-5.971,Country
0.0308,-6.686,Country
0.372,-3.337,Country
0.111,-4.955,Country
0.6809999999999999,-8.581,Country
0.7340000000000001,-4.349,Country
0.0703,-4.123,Country
0.417,-3.771,Country
0.379,-10.96,Country
0.591,-5.332000000000001,Country
0.32,-7.362999999999999,Country
0.0483,-7.909,Country
0.437,-6.836,Country
0.5529999999999999,-8.008,Country
0.175,-6.549,Country
0.0461,-8.857999999999999,Country
0.0365,-5.632000000000001,Country
0.0115,-6.127999999999999,Country
0.695,-14.101,Country
0.00318,-4.749,Country
0.379,-7.376,Country
0.0971,-5.696000000000001,Country
0.17,-14.880999999999998,Country
0.257,-4.784,Country
0.109,-5.225,Country
0.428,-8.328,Country
0.0829,-3.535,Country
0.0019399999999999,-4.217,Country
0.542,-8.552999999999999,Country
0.226,-7.281000000000001,Country
0.4629999999999999,-7.157,Country
0.544,-7.451,Country
0.0133,-4.624,Country
0.6709999999999999,-10.518,Country
0.564,-4.281000000000001,Country
0.1889999999999999,-7.502000000000001,Country
0.0211,-12.394,Country
0.185,-6.942,Country
0.177,-7.097,Country
0.0070799999999999,-12.011,Country
0.0392,-2.8510000000000004,Country
0.00439,-6.744,Country
0.374,-19.549,Country
0.249,-6.261,Country
0.3779999999999999,-7.872000000000001,Country
0.5720000000000001,-4.397,Country
0.38,-12.694,Country
0.0367,-4.189,Country
0.8390000000000001,-18.154,Country
0.563,-10.177,Country
0.5429999999999999,-12.227,Country
0.0196,-5.247999999999999,Country
0.422,-10.836,Country
0.652,-5.462999999999999,Country
0.0539,-4.439,Country
0.000922,-3.801,Country
0.816,-7.224,Country
0.0558,-5.448,Country
0.1159999999999999,-4.963,Country
0.1119999999999999,-7.388,Country
0.0351,-4.444,Country
0.648,-12.996,Country
0.0385,-4.118,Country
0.173,-5.052,Country
0.628,-8.708,Country
0.0186,-4.731,Country
0.769,-6.257999999999999,Country
0.108,-5.164,Country
0.138,-4.707,Country
0.19,-5.513999999999999,Country
0.0768,-7.377999999999999,Country
0.861,-12.679,Country
0.1989999999999999,-10.168,Country
0.0484,-5.317,Country
0.0343,-3.2880000000000003,Country
0.225,-7.305,Country
0.2769999999999999,-6.587999999999999,Country
0.0721,-7.002000000000001,Country
0.2789999999999999,-3.539,Country
0.406,-7.138999999999999,Country
0.00655,-7.224,Country
0.145,-7.872000000000001,Country
0.826,-17.500999999999998,Country
0.00163,-6.847,Country
0.103,-4.374,Country
0.31,-6.496,Country
0.0415,-6.567,Country
0.0004639999999999,-4.385,Country
0.0126,-10.499,Country
0.0134,-5.402,Country
0.3229999999999999,-11.115,Country
0.0244,-6.061,Country
0.431,-9.26,Country
0.6579999999999999,-7.353,Country
0.209,-1.844,Country
0.0148,-3.733,Country
0.89,-11.717,Country
0.192,-4.422,Country
0.237,-7.535,Country
0.154,-8.302999999999999,Country
0.163,-7.393,Country
0.396,-6.049,Country
0.171,-6.88,Country
0.0193,-6.322,Country
0.172,-5.375,Country
0.1889999999999999,-3.052,Country
0.4529999999999999,-8.786,Country
0.02,-7.124,Country
0.556,-4.523,Country
0.631,-19.922,Country
0.0492,-10.782,Country
0.669,-8.282,Country
0.114,-3.846,Country
0.0503,-6.419,Country
0.0439,-7.523,Country
0.238,-5.375,Country
0.0932,-8.72,Country
0.8909999999999999,-11.002,Country
0.0027199999999999,-8.576,Country
0.0846,-1.798,Country
0.5539999999999999,-11.791,Country
0.00267,-5.492000000000001,Country
0.0234,-10.338,Country
0.0384,-4.126,Country
0.252,-9.902,Country
0.608,-8.805,Country
0.143,-4.682,Country
0.4639999999999999,-5.614,Country
0.0236,-4.708,Country
0.0596,-7.491,Country
0.0137,-5.992999999999999,Country
0.475,-9.5,Country
0.0505,-5.3260000000000005,Country
0.000121,-4.856,Country
0.4379999999999999,-14.109000000000002,Country
0.15,-5.669,Country
0.462,-8.624,Country
0.0263,-4.595,Country
0.0476,-3.161,Country
0.0258,-6.678,Country
0.107,-5.322,Country
0.0304,-5.147,Country
0.0761,-6.457000000000001,Country
0.0188,-5.488,Country
0.255,-4.625,Country
0.0203,-5.64,Country
0.0657,-5.46,Country
0.1689999999999999,-7.824,Country
0.314,-1.905,Country
0.143,-5.08,Country
0.0473,-4.801,Country
0.141,-4.803999999999999,Country
0.0255,-6.117000000000001,Country
0.0256,-3.2460000000000004,Country
0.0423,-5.504,Country
0.0952,-5.858,Country
0.427,-3.595,Country
0.172,-8.46,Country
0.436,-6.872999999999999,Country
0.0221,-5.069,Country
0.354,-8.066,Country
0.213,-11.816,Country
0.0389,-5.529,Country
0.0875,-7.919,Country
0.3429999999999999,-7.057,Country
0.0054,-7.093999999999999,Country
0.303,-5.739,Country
0.282,-5.603,Country
0.131,-5.464,Country
0.8270000000000001,-11.3,Country
0.698,-8.807,Country
0.193,-6.986000000000001,Country
0.145,-5.686,Country
0.165,-6.909,Country
0.0134,-5.092,Country
0.517,-5.067,Country
0.129,-2.032,Country
0.0257,-10.002,Country
0.0508,-6.509,Country
0.00628,-2.927,Country
0.246,-5.515,Country
0.517,-9.445,Country
0.7979999999999999,-7.707999999999999,Country
0.00195,-8.085,Country
0.366,-8.426,Country
0.519,-4.561,Country
0.235,-5.643,Country
0.428,-6.4910000000000005,Country
0.0165,-4.9030000000000005,Country
0.127,-6.084,Country
0.012,-5.907,Country
0.8809999999999999,-11.856,Country
0.0274,-6.044,Country
0.0382,-5.8870000000000005,Country
0.0127,-5.056,Country
0.332,-10.67,Country
0.0936,-3.993,Country
0.91,-20.142,Country
0.693,-7.722,Country
0.142,-4.351,Country
0.166,-5.446000000000001,Country
0.179,-5.369,Country
0.216,-6.303999999999999,Country
0.344,-5.352,Country
0.024,-4.971,Country
0.0198,-4.555,Country
0.00361,-4.758,Country
0.0116,-4.234,Country
