popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
37.0,0.012,0.833,177946.0,0.58,0.0,8.0,0.5529999999999999,-10.615,0.0,0.209,127.944,0.37,Country
36.0,0.596,0.649,332760.0,0.304,2.92e-06,11.0,0.105,-8.904,1.0,0.0318,119.87700000000001,0.139,Country
67.0,0.0703,0.6579999999999999,185587.0,0.695,0.0,0.0,0.13,-5.499,1.0,0.0279,133.94899999999998,0.5710000000000001,Country
54.0,0.601,0.5870000000000001,-1.0,0.76,0.0,11.0,0.081,-4.328,0.0,0.0347,111.95,0.43,Country
43.0,0.047,0.632,-1.0,0.926,0.000169,4.0,0.1159999999999999,-3.463,1.0,0.0322,112.05799999999999,0.889,Country
39.0,0.3379999999999999,0.511,205430.0,0.569,0.0,6.0,0.217,-5.631,1.0,0.0281,151.033,0.271,Country
38.0,0.311,0.546,197560.0,0.725,2.04e-05,7.0,0.242,-5.642,1.0,0.0354,164.637,0.7240000000000001,Country
50.0,0.912,0.389,234600.0,0.317,0.0173,5.0,0.091,-9.042,1.0,0.0255,83.421,0.266,Country
48.0,0.547,0.598,195653.0,0.623,2.11e-05,11.0,0.0758,-6.507000000000001,1.0,0.0724,163.972,0.439,Country
42.0,0.508,0.664,230480.0,0.472,5.85e-06,10.0,0.0893,-6.912000000000001,1.0,0.0403,151.79,0.5920000000000001,Country
43.0,0.684,0.7,168120.0,0.45,6.36e-05,6.0,0.158,-11.023,1.0,0.0308,109.333,0.7040000000000001,Country
50.0,0.687,0.722,178240.0,0.63,0.0,2.0,0.305,-7.507999999999999,1.0,0.0686,97.76100000000001,0.825,Country
70.0,0.268,0.421,228840.0,0.476,0.0,0.0,0.0816,-7.692,1.0,0.0298,169.78400000000002,0.3,Country
40.0,0.0227,0.5660000000000001,297387.0,0.581,0.000815,5.0,0.1669999999999999,-6.933,1.0,0.0245,100.117,0.326,Country
43.0,0.00116,0.57,167360.0,0.949,0.0,2.0,0.2739999999999999,-4.245,1.0,0.0407,116.04,0.845,Country
38.0,0.0153,0.456,180736.0,0.8320000000000001,0.0,6.0,0.2239999999999999,-3.135,1.0,0.0335,156.026,0.455,Country
38.0,0.159,0.505,198427.0,0.8909999999999999,1.82e-06,11.0,0.34,-2.68,0.0,0.0523,159.92700000000002,0.6859999999999999,Country
36.0,0.00492,0.485,599315.0,0.8,0.0054,11.0,0.1889999999999999,-6.489,1.0,0.0456,175.981,0.518,Country
34.0,0.211,0.599,210550.0,0.79,6.74e-06,4.0,0.326,-7.155,1.0,0.0295,91.029,0.718,Country
44.0,0.127,0.66,191067.0,0.423,9.87e-05,0.0,0.106,-11.215,1.0,0.0287,100.374,0.375,Country
39.0,0.0123,0.552,207000.0,0.64,0.0,1.0,0.0993,-5.832999999999999,1.0,0.0301,77.971,0.256,Country
39.0,0.0886,0.825,261453.0,0.964,0.0,1.0,0.833,-2.923,1.0,0.153,144.095,0.73,Country
40.0,0.000857,0.492,197547.0,0.884,0.0,1.0,0.1639999999999999,-4.355,1.0,0.0565,167.922,0.6659999999999999,Country
66.0,0.414,0.4429999999999999,-1.0,0.831,0.0,11.0,0.204,-5.606,1.0,0.0616,182.06400000000002,0.588,Country
46.0,0.321,0.809,228467.0,0.59,3.6200000000000006e-05,2.0,0.135,-7.362,1.0,0.0637,129.98,0.94,Country
53.0,0.00572,0.579,166163.0,0.624,8.89e-06,9.0,0.145,-7.295,1.0,0.0279,98.012,0.644,Country
60.0,0.163,0.6559999999999999,256013.0,0.7859999999999999,5.99e-05,3.0,0.124,-4.4510000000000005,1.0,0.034,113.963,0.3779999999999999,Country
39.0,0.0222,0.596,217960.0,0.892,0.00198,7.0,0.0973,-3.62,1.0,0.0404,103.01299999999999,0.4529999999999999,Country
44.0,0.105,0.477,-1.0,0.754,0.0,3.0,0.1159999999999999,-8.338,1.0,0.0513,171.993,0.4579999999999999,Country
54.0,0.296,0.6890000000000001,191200.0,0.787,0.0,0.0,0.13,-4.553,1.0,0.0349,120.03399999999999,0.457,Country
51.0,0.16,0.47,229573.0,0.794,0.0,1.0,0.0927,-5.784,1.0,0.0438,159.983,0.6729999999999999,Country
39.0,0.000582,0.578,-1.0,0.845,1.18e-05,9.0,0.375,-4.229,0.0,0.0314,115.03200000000001,0.515,Country
51.0,0.283,0.53,233600.0,0.614,0.0281,7.0,0.53,-11.556,1.0,0.0408,115.329,0.638,Country
36.0,0.0412,0.578,214093.0,0.826,0.000113,7.0,0.3429999999999999,-5.042,1.0,0.0302,120.98,0.534,Country
39.0,0.0318,0.573,-1.0,0.743,0.0,7.0,0.152,-6.047000000000001,0.0,0.0374,141.91899999999998,0.606,Country
46.0,0.0279999999999999,0.639,232525.0,0.87,1.2e-05,0.0,0.2339999999999999,-4.195,1.0,0.0282,107.115,0.4,Country
39.0,0.0482,0.574,231453.0,0.741,0.0080299999999999,4.0,0.362,-5.614,1.0,0.0317,83.976,0.423,Country
51.0,0.104,0.494,248787.0,0.599,0.0,2.0,0.0882,-6.836,1.0,0.0316,163.72899999999998,0.457,Country
46.0,0.469,0.517,228573.0,0.457,7.95e-06,10.0,0.0912,-7.183,1.0,0.0255,143.908,0.529,Country
37.0,0.508,0.568,-1.0,0.562,0.0,6.0,0.0864,-6.816,1.0,0.0266,85.04700000000001,0.321,Country
42.0,0.386,0.478,278507.0,0.511,0.000152,9.0,0.1119999999999999,-8.307,0.0,0.0313,125.47,0.375,Country
57.0,0.266,0.7290000000000001,164600.0,0.5529999999999999,0.0,5.0,0.0809,-8.982999999999999,1.0,0.085,78.085,0.935,Country
46.0,0.879,0.505,198837.0,0.201,7.38e-05,9.0,0.103,-8.17,1.0,0.0336,173.81599999999997,0.359,Country
44.0,0.1969999999999999,0.593,268533.0,0.467,6.89e-06,9.0,0.358,-7.652,1.0,0.0243,139.975,0.243,Country
43.0,0.00069,0.45,-1.0,0.73,0.0,7.0,0.1009999999999999,-4.4030000000000005,1.0,0.0288,148.338,0.599,Country
55.0,0.5,0.551,214560.0,0.452,0.0,8.0,0.272,-9.402,1.0,0.0299,142.015,0.3289999999999999,Country
39.0,0.248,0.617,242867.0,0.4529999999999999,0.0,2.0,0.109,-7.956,1.0,0.0316,133.958,0.252,Country
40.0,0.882,0.526,342573.0,0.0326,0.0129,9.0,0.0421,-23.88,1.0,0.0479,127.67399999999999,0.11,Country
45.0,0.62,0.431,255467.0,0.204,8.01e-05,6.0,0.115,-12.984000000000002,0.0,0.0316,101.598,0.246,Country
50.0,0.152,0.747,212800.0,0.804,3.73e-06,2.0,0.307,-3.542,1.0,0.0348,122.98100000000001,0.968,Country
39.0,0.133,0.5539999999999999,213893.0,0.815,0.0,7.0,0.0778,-7.954,1.0,0.0256,99.333,0.618,Country
54.0,0.23,0.477,202573.0,0.28,0.0,1.0,0.0888,-14.97,1.0,0.0267,89.875,0.362,Country
47.0,0.25,0.466,182587.0,0.898,0.0,8.0,0.084,-2.067,1.0,0.0307,187.97099999999998,0.74,Country
49.0,0.183,0.7070000000000001,212245.0,0.892,0.0,11.0,0.216,-5.19,1.0,0.0405,107.999,0.828,Country
52.0,0.159,0.524,181920.0,0.634,0.0,6.0,0.094,-7.382999999999999,1.0,0.0297,78.983,0.551,Country
56.0,0.233,0.551,190867.0,0.611,0.0,8.0,0.103,-6.153,1.0,0.0262,73.98899999999999,0.505,Country
38.0,0.0402,0.556,226080.0,0.818,1.46e-05,7.0,0.303,-3.703,1.0,0.0299,120.696,0.779,Country
50.0,0.1669999999999999,0.6559999999999999,219585.0,0.738,0.0,10.0,0.344,-6.926,0.0,0.177,158.994,0.912,Country
39.0,0.511,0.799,213537.0,0.4629999999999999,3.08e-05,9.0,0.0695,-9.891,1.0,0.0318,107.988,0.473,Country
51.0,0.3289999999999999,0.675,183667.0,0.3429999999999999,0.14,4.0,0.172,-16.939,1.0,0.0464,109.721,0.74,Country
39.0,0.262,0.618,207613.0,0.5,0.0,7.0,0.0912,-8.47,1.0,0.0393,109.664,0.741,Country
42.0,0.419,0.65,-1.0,0.596,0.0,10.0,0.143,-6.35,1.0,0.0276,112.459,0.691,Country
51.0,0.0383,0.426,204107.0,0.8270000000000001,0.0,4.0,0.0758,-3.827,0.0,0.0441,162.153,0.5529999999999999,Country
53.0,0.619,0.52,247053.0,0.379,1.85e-06,0.0,0.108,-9.906,1.0,0.0279,85.934,0.208,Country
42.0,0.0876,0.7490000000000001,189500.0,0.546,0.0,0.0,0.259,-8.05,1.0,0.262,80.979,0.621,Country
45.0,0.1939999999999999,0.581,251173.0,0.6990000000000001,2.93e-05,5.0,0.124,-6.452000000000001,1.0,0.0295,147.842,0.685,Country
48.0,0.0482,0.745,156960.0,0.828,0.435,0.0,0.0967,-9.576,1.0,0.046,133.942,0.971,Country
53.0,0.418,0.623,238093.0,0.738,0.0,10.0,0.287,-5.938,1.0,0.0302,144.023,0.415,Country
46.0,0.00733,0.581,179200.0,0.872,0.0,0.0,0.11,-6.182,1.0,0.0404,75.035,0.787,Country
59.0,0.129,0.445,256440.0,0.631,0.0,11.0,0.0911,-4.798,1.0,0.0304,143.846,0.152,Country
45.0,0.65,0.8140000000000001,198893.0,0.421,0.0,1.0,0.206,-7.617999999999999,1.0,0.05,108.98,0.688,Country
36.0,0.5539999999999999,0.706,139610.0,0.6609999999999999,0.0,0.0,0.0937,-9.2,1.0,0.0297,139.453,0.968,Country
41.0,0.38,0.3779999999999999,264853.0,0.2339999999999999,0.0,0.0,0.214,-12.396,1.0,0.0315,143.46,0.2019999999999999,Country
38.0,0.193,0.65,188000.0,0.5479999999999999,1.75e-05,2.0,0.0387,-10.213,1.0,0.0265,113.257,0.515,Country
36.0,0.124,0.6729999999999999,206027.0,0.9,0.0,4.0,0.284,-3.88,0.0,0.0866,108.46600000000001,0.633,Country
48.0,0.882,0.429,166707.0,0.361,4.49e-06,3.0,0.0936,-8.296,1.0,0.0315,169.114,0.3939999999999999,Country
45.0,0.126,0.6920000000000001,206800.0,0.569,0.0,0.0,0.1009999999999999,-13.246,1.0,0.0274,131.154,0.843,Country
39.0,0.109,0.523,164053.0,0.856,0.0,10.0,0.105,-5.112,1.0,0.0561,138.056,0.653,Country
36.0,0.0293,0.49,241240.0,0.792,3.04e-05,7.0,0.146,-5.318,1.0,0.0337,126.125,0.579,Country
44.0,0.209,0.361,230253.0,0.6579999999999999,0.00456,9.0,0.0887,-9.365,1.0,0.04,82.979,0.1689999999999999,Country
44.0,0.0802,0.4379999999999999,203533.0,0.846,0.0006259999999999,2.0,0.223,-4.91,0.0,0.0328,154.108,0.888,Country
36.0,0.1689999999999999,0.73,200868.0,0.909,0.00446,7.0,0.7559999999999999,-7.315,0.0,0.0357,108.21799999999999,0.723,Country
0.0,0.245,0.5870000000000001,151827.0,0.8759999999999999,0.0,4.0,0.331,-5.614,1.0,0.0702,154.86,0.889,Country
36.0,0.555,0.535,212320.0,0.3989999999999999,0.0,0.0,0.245,-6.688,1.0,0.0271,72.973,0.211,Country
47.0,0.305,0.598,192500.0,0.584,6.73e-05,7.0,0.212,-7.152,1.0,0.0271,115.331,0.455,Country
41.0,0.135,0.481,292760.0,0.6829999999999999,0.0,7.0,0.386,-5.307,1.0,0.0411,126.78299999999999,0.5,Country
44.0,0.607,0.45,246053.0,0.387,0.000286,9.0,0.12,-10.09,1.0,0.0277,127.395,0.389,Country
0.0,0.327,0.593,235533.0,0.192,4.85e-06,7.0,0.345,-15.286,1.0,0.0295,83.52600000000001,0.28,Country
47.0,0.46,0.247,285160.0,0.271,0.0,9.0,0.188,-9.945,0.0,0.0289,82.988,0.127,Country
56.0,0.122,0.477,219360.0,0.737,0.0016699999999999,3.0,0.105,-8.166,1.0,0.0345,147.959,0.4679999999999999,Country
36.0,0.291,0.512,189560.0,0.939,0.0,5.0,0.0958,-4.805,0.0,0.0926,172.054,0.5920000000000001,Country
37.0,0.193,0.4579999999999999,208747.0,0.5670000000000001,0.0,8.0,0.0968,-8.199,1.0,0.0483,171.199,0.332,Country
50.0,0.0115,0.487,265413.0,0.883,0.0,9.0,0.638,-5.28,1.0,0.0481,132.967,0.626,Country
51.0,0.186,0.657,209120.0,0.535,0.0,7.0,0.0865,-8.219,1.0,0.0331,94.99799999999999,0.3939999999999999,Country
41.0,0.122,0.357,192525.0,0.6970000000000001,0.0,6.0,0.176,-6.952999999999999,1.0,0.0487,91.65100000000001,0.306,Country
41.0,0.922,0.522,293693.0,0.12,0.0,2.0,0.11,-11.9,1.0,0.036,154.357,0.237,Country
44.0,0.0835,0.6709999999999999,212467.0,0.8220000000000001,5.51e-06,0.0,0.13,-4.843999999999999,1.0,0.0279999999999999,102.51,0.8170000000000001,Country
46.0,0.0258,0.624,-1.0,0.774,2.37e-06,2.0,0.0988,-6.872999999999999,1.0,0.0327,112.60799999999999,0.672,Country
59.0,0.57,0.653,175615.0,0.525,0.0,4.0,0.141,-7.446000000000001,1.0,0.0414,156.996,0.633,Country
39.0,0.325,0.599,167367.0,0.763,0.0018399999999999,10.0,0.0924,-4.312,1.0,0.0297,112.447,0.919,Country
46.0,0.0091799999999999,0.547,187853.0,0.7340000000000001,0.0,2.0,0.209,-4.439,1.0,0.0291,142.08700000000002,0.584,Country
37.0,0.547,0.613,179600.0,0.319,0.0,2.0,0.102,-12.213,1.0,0.03,145.108,0.37,Country
43.0,0.00156,0.71,242147.0,0.677,0.152,0.0,0.138,-8.625,1.0,0.0371,118.259,0.6709999999999999,Country
51.0,0.674,0.457,154667.0,0.268,5.77e-06,0.0,0.11,-14.371,0.0,0.0319,117.141,0.348,Country
45.0,0.72,0.648,-1.0,0.35,0.0,3.0,0.22,-10.68,1.0,0.0796,169.865,0.823,Country
74.0,0.0139999999999999,0.643,192840.0,0.72,0.0,2.0,0.0834,-7.146,1.0,0.0527,96.02799999999999,0.491,Country
41.0,0.0723,0.5720000000000001,197200.0,0.885,1.29e-06,7.0,0.0915,-2.919,1.0,0.0331,133.903,0.535,Country
50.0,0.174,0.53,187787.0,0.767,0.0,4.0,0.359,-4.132,0.0,0.046,143.972,0.43,Country
63.0,0.0301,0.532,276480.0,0.815,0.0,8.0,0.0721,-5.834,1.0,0.0392,149.72799999999998,0.546,Country
70.0,0.265,0.488,-1.0,0.637,0.0,10.0,0.106,-7.63,1.0,0.0401,88.865,0.23,Country
46.0,0.00485,0.534,220941.0,0.6729999999999999,0.0,11.0,0.144,-7.242000000000001,0.0,0.4539999999999999,170.229,0.39,Country
52.0,0.596,0.6920000000000001,232027.0,0.3779999999999999,0.11,11.0,0.134,-12.671,0.0,0.0308,123.65799999999999,0.4,Country
36.0,0.0878,0.485,196373.0,0.815,0.132,7.0,0.0965,-6.117000000000001,1.0,0.0362,163.92,0.8320000000000001,Country
64.0,0.696,0.55,267173.0,0.767,7.2e-05,9.0,0.2269999999999999,-7.574,1.0,0.0909,133.309,0.815,Country
38.0,0.188,0.524,178707.0,0.8490000000000001,0.0,2.0,0.179,-4.634,1.0,0.0464,125.86399999999999,0.4529999999999999,Country
56.0,0.0546,0.797,289973.0,0.7,2.91e-06,9.0,0.231,-7.876,1.0,0.0283,104.932,0.715,Country
35.0,0.174,0.715,-1.0,0.441,0.0,6.0,0.0858,-8.801,1.0,0.0431,142.889,0.4629999999999999,Country
38.0,0.256,0.623,190413.0,0.422,0.000417,4.0,0.146,-9.079,1.0,0.0228,96.792,0.611,Country
35.0,0.915,0.35,100427.0,0.191,0.0,10.0,0.688,-9.615,1.0,0.03,148.939,0.51,Country
46.0,0.046,0.799,231232.0,0.5770000000000001,3.02e-06,7.0,0.176,-9.654,1.0,0.108,139.993,0.541,Country
50.0,0.1159999999999999,0.426,299333.0,0.534,0.00932,7.0,0.188,-7.477,1.0,0.0295,119.306,0.133,Country
40.0,0.017,0.4639999999999999,224573.0,0.936,1.08e-06,5.0,0.472,-4.043,1.0,0.0725,164.051,0.7659999999999999,Country
48.0,0.156,0.628,241120.0,0.807,4.92e-05,9.0,0.0962,-3.835,0.0,0.0251,116.05799999999999,0.5539999999999999,Country
44.0,0.882,0.722,222429.0,0.364,1.24e-05,2.0,0.18,-10.727,1.0,0.0267,100.34899999999999,0.636,Country
45.0,0.69,0.7340000000000001,238000.0,0.2019999999999999,3.24e-05,11.0,0.0996,-10.394,1.0,0.0299,95.15799999999999,0.506,Country
43.0,0.0137,0.53,200680.0,0.565,0.0,4.0,0.2739999999999999,-8.229,0.0,0.255,81.743,0.61,Country
47.0,0.108,0.696,159867.0,0.513,0.000607,8.0,0.0379,-14.242,1.0,0.0336,129.21200000000002,0.972,Country
37.0,0.081,0.518,213027.0,0.94,0.0006,7.0,0.861,-5.943,1.0,0.054,118.39200000000001,0.565,Country
61.0,0.7759999999999999,0.563,157893.0,0.331,0.000846,9.0,0.125,-9.681,1.0,0.0283,105.76100000000001,0.608,Country
53.0,0.732,0.762,209680.0,0.331,2.45e-05,4.0,0.1639999999999999,-8.802999999999999,0.0,0.0288,125.99799999999999,0.529,Country
50.0,0.476,0.639,276893.0,0.261,0.0,5.0,0.249,-9.811,1.0,0.0304,109.97200000000001,0.272,Country
56.0,0.2789999999999999,0.439,249360.0,0.4539999999999999,0.0,0.0,0.123,-8.669,1.0,0.0308,204.263,0.354,Country
58.0,0.0249,0.409,214827.0,0.765,6.16e-06,11.0,0.104,-5.696000000000001,1.0,0.0412,83.09299999999999,0.5,Country
39.0,0.733,0.469,198573.0,0.288,0.0003529999999999,0.0,0.131,-12.12,1.0,0.0272,61.376999999999995,0.152,Country
39.0,0.00143,0.585,238733.0,0.789,0.0008699999999999,8.0,0.141,-2.834,1.0,0.0409999999999999,120.95299999999999,0.208,Country
39.0,0.8270000000000001,0.536,236107.0,0.293,0.0,7.0,0.134,-8.099,1.0,0.0271,136.27200000000002,0.321,Country
44.0,0.0072599999999999,0.828,162965.0,0.5870000000000001,2.07e-06,8.0,0.155,-8.439,1.0,0.108,149.907,0.195,Country
44.0,0.111,0.405,-1.0,0.547,8.03e-06,4.0,0.163,-14.29,0.0,0.0381,138.411,0.406,Country
41.0,0.223,0.631,273755.0,0.62,9.27e-06,6.0,0.0978,-8.405,0.0,0.0891,99.863,0.34,Country
47.0,0.105,0.476,-1.0,0.4429999999999999,7.97e-06,9.0,0.123,-7.563,1.0,0.0282,72.888,0.165,Country
42.0,0.186,0.688,236070.0,0.711,1.96e-05,3.0,0.14,-4.928,0.0,0.0251,95.742,0.7070000000000001,Country
54.0,0.245,0.644,231293.0,0.644,0.00083,7.0,0.27,-7.542000000000001,1.0,0.0305,98.74600000000001,0.293,Country
39.0,0.265,0.569,211000.0,0.889,0.0,2.0,0.0762,-4.797,1.0,0.0396,172.00400000000002,0.6579999999999999,Country
69.0,0.000837,0.484,179827.0,0.804,9.29e-06,5.0,0.17,-5.888999999999999,1.0,0.0912,119.838,0.391,Country
42.0,0.0345,0.573,195520.0,0.96,0.0,7.0,0.1159999999999999,-5.973,1.0,0.0789,99.97399999999999,0.687,Country
46.0,0.0373,0.475,209480.0,0.718,0.0,0.0,0.326,-5.638,1.0,0.034,157.722,0.4529999999999999,Country
37.0,0.5489999999999999,0.442,191520.0,0.3929999999999999,0.0,5.0,0.337,-5.65,1.0,0.0425,75.013,0.6559999999999999,Country
42.0,0.7879999999999999,0.371,188148.0,0.787,0.0,10.0,0.312,-4.41,0.0,0.238,78.709,0.8109999999999999,Country
45.0,0.0771,0.769,194508.0,0.736,0.0,1.0,0.0945,-6.66,1.0,0.241,89.01100000000001,0.437,Country
57.0,0.551,0.565,180480.0,0.392,0.000106,2.0,0.247,-10.083,1.0,0.0268,98.485,0.493,Country
38.0,0.945,0.42,467080.0,0.196,0.000592,0.0,0.0769,-14.459,1.0,0.0329,136.07,0.246,Country
35.0,0.487,0.613,-1.0,0.408,1.15e-06,0.0,0.106,-6.908,1.0,0.0251,138.386,0.1369999999999999,Country
37.0,0.126,0.685,214893.0,0.863,0.0,0.0,0.0955,-4.48,1.0,0.0419,110.01299999999999,0.89,Country
55.0,0.639,0.667,216040.0,0.349,0.0,4.0,0.123,-9.844,1.0,0.0288,131.11700000000002,0.244,Country
47.0,0.0139,0.5429999999999999,291531.0,0.7909999999999999,0.0,8.0,0.0711,-5.7620000000000005,1.0,0.214,175.003,0.7290000000000001,Country
40.0,0.196,0.3939999999999999,179467.0,0.782,0.00458,7.0,0.0959,-5.392,1.0,0.0379,108.084,0.813,Country
47.0,0.364,0.536,221707.0,0.907,5.22e-06,9.0,0.103,-10.249,1.0,0.0559,177.352,0.893,Country
51.0,0.416,0.465,250560.0,0.281,0.0,9.0,0.174,-8.836,1.0,0.0303,68.541,0.312,Country
47.0,0.0688,0.606,-1.0,0.7090000000000001,0.011,9.0,0.1369999999999999,-12.009,1.0,0.0384,109.86399999999999,0.537,Country
65.0,0.363,0.701,212280.0,0.6940000000000001,0.0,3.0,0.364,-5.443,1.0,0.0272,97.012,0.634,Country
41.0,0.4539999999999999,0.391,227693.0,0.497,1.56e-05,4.0,0.0646,-7.486000000000001,0.0,0.03,125.885,0.638,Country
38.0,0.074,0.5529999999999999,168853.0,0.7509999999999999,0.0,7.0,0.135,-5.854,1.0,0.0292,109.992,0.4379999999999999,Country
52.0,0.000717,0.508,199695.0,0.71,0.0,1.0,0.136,-4.936,1.0,0.0298,108.03299999999999,0.364,Country
47.0,0.000671,0.519,310267.0,0.4529999999999999,0.00166,7.0,0.133,-12.45,1.0,0.0401,134.844,0.921,Country
44.0,0.0148,0.465,369319.0,0.843,0.0003779999999999,5.0,0.271,-5.242000000000001,0.0,0.0457,143.80700000000002,0.528,Country
34.0,0.00513,0.518,243720.0,0.74,1.32e-05,2.0,0.0889,-6.369,1.0,0.0292,93.184,0.297,Country
49.0,0.181,0.52,213720.0,0.68,3.12e-06,6.0,0.1969999999999999,-4.649,1.0,0.0291,75.953,0.536,Country
36.0,0.0701,0.621,196893.0,0.889,7.56e-06,5.0,0.698,-5.309,1.0,0.0485,99.777,0.932,Country
55.0,0.0351,0.737,221700.0,0.684,1.32e-05,2.0,0.0813,-7.876,1.0,0.1639999999999999,100.05799999999999,0.352,Country
40.0,0.0957,0.392,200333.0,0.755,2.7399999999999995e-05,8.0,0.296,-3.838,1.0,0.045,151.939,0.367,Country
38.0,0.000895,0.5710000000000001,196330.0,0.81,2.12e-05,0.0,0.0886,-3.923,1.0,0.0321,139.936,0.4639999999999999,Country
37.0,0.0484,0.422,217880.0,0.899,0.0743,6.0,0.342,-4.181,1.0,0.0397,201.959,0.74,Country
69.0,0.0972,0.531,226307.0,0.746,0.0,11.0,0.102,-4.228,1.0,0.0329,139.78799999999998,0.304,Country
40.0,0.2189999999999999,0.638,-1.0,0.8740000000000001,0.00168,9.0,0.344,-9.395,1.0,0.0388,151.917,0.956,Country
55.0,0.142,0.452,249493.0,0.8440000000000001,7.57e-06,0.0,0.206,-4.025,1.0,0.0585,157.02,0.251,Country
41.0,0.747,0.522,241707.0,0.601,6.6e-06,1.0,0.138,-3.077,1.0,0.0255,99.93799999999999,0.298,Country
44.0,0.2269999999999999,0.536,203493.0,0.84,5.85e-05,11.0,0.21,-5.729,1.0,0.0341,152.334,0.953,Country
37.0,0.0368,0.773,209439.0,0.6920000000000001,0.0,8.0,0.0574,-6.59,1.0,0.0299,114.15299999999999,0.954,Country
42.0,0.0152,0.5660000000000001,201840.0,0.812,4.61e-05,0.0,0.155,-7.963999999999999,1.0,0.0343,95.98700000000001,0.422,Country
51.0,0.134,0.591,265613.0,0.856,8.18e-05,7.0,0.293,-4.928,1.0,0.0351,166.22099999999998,0.615,Country
48.0,0.142,0.547,247200.0,0.669,3.01e-06,2.0,0.153,-6.922000000000001,1.0,0.0323,169.78799999999998,0.809,Country
38.0,0.00157,0.503,197120.0,0.674,6.91e-06,5.0,0.446,-5.31,1.0,0.0346,159.941,0.612,Country
55.0,0.551,0.55,229280.0,0.402,1.3800000000000002e-05,3.0,0.105,-7.195,1.0,0.0339,76.105,0.428,Country
54.0,0.4539999999999999,0.444,213920.0,0.575,0.0,4.0,0.11,-5.729,1.0,0.0542,72.915,0.211,Country
56.0,0.271,0.578,254493.0,0.738,0.0,7.0,0.0651,-4.109,1.0,0.0427,81.962,0.352,Country
34.0,0.8240000000000001,0.647,287733.0,0.3279999999999999,0.00118,5.0,0.114,-11.851,1.0,0.0281,142.017,0.444,Country
47.0,0.076,0.488,244507.0,0.569,1.06e-06,2.0,0.0796,-7.322999999999999,1.0,0.0294,71.92,0.153,Country
36.0,0.39,0.5379999999999999,179846.0,0.633,0.0,2.0,0.176,-5.357,1.0,0.0318,159.986,0.531,Country
41.0,0.282,0.4679999999999999,216533.0,0.608,1.09e-05,3.0,0.38,-7.959,1.0,0.0302,84.009,0.313,Country
57.0,0.0228,0.816,193920.0,0.578,0.0,9.0,0.114,-6.912000000000001,1.0,0.233,148.077,0.265,Country
33.0,0.00166,0.495,-1.0,0.534,0.000117,2.0,0.0889,-7.347,1.0,0.0253,92.99700000000001,0.182,Country
44.0,0.905,0.5429999999999999,167813.0,0.178,0.00207,7.0,0.106,-11.725,1.0,0.0296,127.42,0.2019999999999999,Country
42.0,0.419,0.7090000000000001,228560.0,0.412,4.56e-05,9.0,0.11,-12.807,1.0,0.0663,101.711,0.74,Country
61.0,0.55,0.41,203333.0,0.598,0.00274,2.0,0.092,-8.515,1.0,0.0405,76.445,0.262,Country
37.0,0.0721,0.6829999999999999,224193.0,0.584,0.00188,1.0,0.1369999999999999,-7.98,1.0,0.0278,109.98899999999999,0.238,Country
49.0,0.0117,0.545,201120.0,0.866,0.0,10.0,0.268,-6.797999999999999,1.0,0.0472,112.073,0.584,Country
38.0,0.0813,0.612,-1.0,0.917,4.48e-05,1.0,0.359,-4.058,0.0,0.0992,133.02200000000002,0.47,Country
43.0,0.3779999999999999,0.515,157387.0,0.562,0.000101,2.0,0.0966,-14.204,1.0,0.0403,167.709,0.934,Country
45.0,0.193,0.637,204413.0,0.487,0.0,4.0,0.14,-11.287,1.0,0.0624,85.134,0.392,Country
63.0,0.238,0.713,-1.0,0.527,7.49e-06,4.0,0.111,-7.512,1.0,0.0329,123.006,0.445,Country
36.0,0.346,0.918,255092.0,0.623,0.0,10.0,0.228,-6.901,1.0,0.176,125.023,0.4629999999999999,Country
52.0,0.434,0.653,238147.0,0.437,6.74e-05,2.0,0.0689,-12.640999999999998,1.0,0.0279999999999999,96.469,0.63,Country
39.0,0.209,0.511,225813.0,0.632,0.0,9.0,0.145,-5.462000000000001,1.0,0.0286,135.971,0.342,Country
40.0,0.4579999999999999,0.495,215373.0,0.286,0.0,0.0,0.11,-11.905,1.0,0.0259,73.497,0.308,Country
48.0,0.47,0.551,171907.0,0.214,0.0,0.0,0.141,-16.631,0.0,0.0282,75.268,0.294,Country
50.0,0.0671,0.6409999999999999,210480.0,0.78,0.00181,9.0,0.0562,-6.675,1.0,0.0351,94.228,0.746,Country
43.0,0.302,0.527,190680.0,0.924,0.0,4.0,0.183,-3.5010000000000003,1.0,0.0833,165.957,0.861,Country
40.0,0.00511,0.476,-1.0,0.904,0.0,6.0,0.15,-2.995,1.0,0.0324,144.94,0.6829999999999999,Country
44.0,0.174,0.63,220707.0,0.691,3.1e-06,7.0,0.0498,-7.563,1.0,0.0295,76.945,0.655,Country
45.0,0.302,0.6679999999999999,250360.0,0.685,0.0,9.0,0.1369999999999999,-6.533,1.0,0.0368,125.475,0.903,Country
50.0,0.0165,0.5539999999999999,-1.0,0.5770000000000001,2.9100000000000003e-05,7.0,0.0719,-8.62,1.0,0.0282,140.27700000000002,0.479,Country
61.0,0.87,0.613,216013.0,0.1989999999999999,0.000218,5.0,0.104,-16.36,1.0,0.0298,77.104,0.376,Country
